client_id,date,target,temperature,humidity,sensacao_termica,region,ano,mes,dia,dia_da_semana,dia_do_ano,consumption_lag1,consumption_lag7,consumption_ma7
C0000,2023-01-17,12.69,27.971875,61.4125,29.57,Norte,2023,1,17,2,17,16.64,13.34,15.707142857142857
C0000,2023-01-18,15.2,26.365625,62.35,26.365625,Norte,2023,1,18,3,18,12.69,15.67,15.64
C0000,2023-01-19,16.88,25.89375,60.99375,25.89375,Norte,2023,1,19,4,19,15.2,19.08,15.325714285714286
C0000,2023-01-20,15.34,24.934375,60.775,24.934375,Norte,2023,1,20,5,20,16.88,16.01,15.23
C0000,2023-01-21,13.79,25.38125,56.759375,25.38125,Norte,2023,1,21,6,21,15.34,13.25,15.307142857142859
C0000,2023-01-22,14.19,25.328125,58.35,25.328125,Norte,2023,1,22,0,22,13.79,16.61,14.96142857142857
C0000,2023-01-23,16.6,24.6375,60.0375,24.6375,Norte,2023,1,23,1,23,14.19,16.64,14.955714285714285
C0000,2023-01-24,18.07,24.15625,61.453125,24.15625,Norte,2023,1,24,2,24,16.6,12.69,15.724285714285713
C0000,2023-01-25,17.54,22.74375,57.58125,22.74375,Norte,2023,1,25,3,25,18.07,15.2,16.05857142857143
C0000,2023-01-26,16.93,25.90625,59.703125,25.90625,Norte,2023,1,26,4,26,17.54,16.88,16.065714285714286
C0000,2023-01-27,17.09,26.50625,61.040625,26.50625,Norte,2023,1,27,5,27,16.93,15.34,16.315714285714286
C0000,2023-01-28,16.44,24.840625,58.86875,24.840625,Norte,2023,1,28,6,28,17.09,13.79,16.694285714285716
C0000,2023-01-29,11.17,26.425,62.415625,26.425,Norte,2023,1,29,0,29,16.44,14.19,16.262857142857143
C0000,2023-01-30,10.49,25.528125,58.221875,25.528125,Norte,2023,1,30,1,30,11.17,16.6,15.389999999999999
C0000,2023-01-31,19.18,24.846875,62.259375,24.846875,Norte,2023,1,31,2,31,10.49,18.07,15.54857142857143
C0000,2023-02-01,17.11,26.0125,62.30625,26.0125,Norte,2023,2,1,3,32,19.18,17.54,15.487142857142855
C0000,2023-02-02,17.66,26.715625,60.834375,27.78,Norte,2023,2,2,4,33,17.11,16.93,15.59142857142857
C0000,2023-02-03,21.07,25.884375,59.4125,25.884375,Norte,2023,2,3,5,34,17.66,17.09,16.16
C0000,2023-02-04,15.89,24.734375,59.25625,24.734375,Norte,2023,2,4,6,35,21.07,16.44,16.08142857142857
C0000,2023-02-05,16.61,24.275,60.053125,24.275,Norte,2023,2,5,0,36,15.89,11.17,16.858571428571427
C0000,2023-02-06,16.24,25.071875,61.040625,25.071875,Norte,2023,2,6,1,37,16.61,10.49,17.68
C0000,2023-02-07,16.57,24.85625,60.921875,24.85625,Norte,2023,2,7,2,38,16.24,19.18,17.307142857142853
C0000,2023-02-08,15.6,27.040625,61.56875,28.25,Norte,2023,2,8,3,39,16.57,17.11,17.09142857142857
C0000,2023-02-09,16.99,24.79375,57.078125,24.79375,Norte,2023,2,9,4,40,15.6,17.66,16.995714285714282
C0000,2023-02-10,15.46,24.415625,61.2625,24.415625,Norte,2023,2,10,5,41,16.99,21.07,16.194285714285712
C0000,2023-02-11,14.85,26.83125,62.25,28.02,Norte,2023,2,11,6,42,15.46,15.89,16.045714285714286
C0000,2023-02-12,11.74,23.809375,58.946875,23.809375,Norte,2023,2,12,0,43,14.85,16.61,15.35
C0000,2023-02-13,16.97,23.275,59.978125,23.275,Norte,2023,2,13,1,44,11.74,16.24,15.454285714285714
C0000,2023-02-14,19.93,24.584375,59.571875,24.584375,Norte,2023,2,14,2,45,16.97,16.57,15.934285714285712
C0000,2023-02-15,19.74,24.140625,60.615625,24.140625,Norte,2023,2,15,3,46,19.93,15.6,16.525714285714283
C0000,2023-02-16,19.0,24.55625,57.41875,24.55625,Norte,2023,2,16,4,47,19.74,16.99,16.812857142857144
C0000,2023-02-17,16.58,23.996875,59.6625,23.996875,Norte,2023,2,17,5,48,19.0,15.46,16.972857142857144
C0000,2023-02-18,15.92,24.553125,62.68125,24.553125,Norte,2023,2,18,6,49,16.58,14.85,17.125714285714285
C0000,2023-02-19,15.26,24.302232142857143,63.78125,24.302232142857143,Norte,2023,2,19,0,50,15.92,11.74,17.62857142857143
C0000,2023-02-20,14.29,24.678125,58.678125,24.678125,Norte,2023,2,20,1,51,15.26,16.97,17.245714285714286
C0000,2023-02-21,17.8,24.6125,62.228125,24.6125,Norte,2023,2,21,2,52,14.29,19.93,16.94142857142857
C0000,2023-02-22,14.97,23.21875,57.790625,23.21875,Norte,2023,2,22,3,53,17.8,19.74,16.26
C0000,2023-02-23,18.7,24.54375,61.01875,24.54375,Norte,2023,2,23,4,54,14.97,19.0,16.217142857142857
C0000,2023-02-24,17.61,25.884375,57.803125,25.884375,Norte,2023,2,24,5,55,18.7,16.58,16.364285714285714
C0000,2023-02-25,19.58,25.059375,62.009375,25.059375,Norte,2023,2,25,6,56,17.61,15.92,16.887142857142855
C0000,2023-02-26,17.0,23.31875,61.69375,23.31875,Norte,2023,2,26,0,57,19.58,15.26,17.135714285714286
C0000,2023-02-27,18.93,25.528125,60.503125,25.528125,Norte,2023,2,27,1,58,17.0,14.29,17.798571428571428
C0000,2023-02-28,12.76,23.075,59.425,23.075,Norte,2023,2,28,2,59,18.93,17.8,17.07857142857143
C0000,2023-03-01,16.14,25.8125,58.278125,25.8125,Norte,2023,3,1,3,60,12.76,14.97,17.245714285714286
C0000,2023-03-02,19.21,25.671875,60.628125,25.671875,Norte,2023,3,2,4,61,16.14,18.7,17.31857142857143
C0000,2023-03-03,17.89,25.35625,56.278125,25.35625,Norte,2023,3,3,5,62,19.21,17.61,17.35857142857143
C0000,2023-03-04,18.0,24.509375,61.5875,24.509375,Norte,2023,3,4,6,63,17.89,19.58,17.13285714285714
C0000,2023-03-05,14.51,24.94575892857143,61.5375,24.94575892857143,Norte,2023,3,5,0,64,18.0,17.0,16.777142857142856
C0000,2023-03-06,15.74,24.621875,57.6,24.621875,Norte,2023,3,6,1,65,14.51,18.93,16.321428571428573
C0000,2023-03-07,11.63,26.20625,61.08125,26.20625,Norte,2023,3,7,2,66,15.74,12.76,16.16
C0000,2023-03-08,16.4,26.665625,60.98125,26.665625,Norte,2023,3,8,3,67,11.63,16.14,16.197142857142858
C0000,2023-03-09,18.54,24.128125,59.196875,24.128125,Norte,2023,3,9,4,68,16.4,19.21,16.101428571428567
C0000,2023-03-10,15.61,24.809375,57.140625,24.809375,Norte,2023,3,10,5,69,18.54,17.89,15.775714285714285
C0000,2023-03-11,13.79,25.315625,62.1,25.315625,Norte,2023,3,11,6,70,15.61,18.0,15.174285714285714
C0000,2023-03-12,17.6,24.221875,59.971875,24.221875,Norte,2023,3,12,0,71,13.79,14.51,15.615714285714281
C0000,2023-03-13,18.04,24.890625,60.346875,24.890625,Norte,2023,3,13,1,72,17.6,15.74,15.944285714285712
C0000,2023-03-14,17.34,25.296875,60.8625,25.296875,Norte,2023,3,14,2,73,18.04,11.63,16.759999999999998
C0000,2023-03-15,17.3,24.771875,59.45625,24.771875,Norte,2023,3,15,3,74,17.34,16.4,16.888571428571428
C0000,2023-03-16,20.13,25.478125,57.53125,25.478125,Norte,2023,3,16,4,75,17.3,18.54,17.115714285714283
C0000,2023-03-17,16.98,24.24375,62.296875,24.24375,Norte,2023,3,17,5,76,20.13,15.61,17.31142857142857
C0000,2023-03-18,15.56,24.959375,60.446875,24.959375,Norte,2023,3,18,6,77,16.98,13.79,17.564285714285713
C0000,2023-03-19,14.53,24.165625,62.575,24.165625,Norte,2023,3,19,0,78,15.56,17.6,17.125714285714285
C0000,2023-03-20,15.17,25.26875,58.78125,25.26875,Norte,2023,3,20,1,79,14.53,18.04,16.715714285714288
C0000,2023-03-21,17.25,24.48125,58.890625,24.48125,Norte,2023,3,21,2,80,15.17,17.34,16.702857142857145
C0000,2023-03-22,17.31,25.05,59.453125,25.05,Norte,2023,3,22,3,81,17.25,17.3,16.704285714285714
C0000,2023-03-23,12.38,26.746875,60.775,27.82,Norte,2023,3,23,4,82,17.31,20.13,15.597142857142858
C0000,2023-03-24,17.21,26.2125,60.146875,26.2125,Norte,2023,3,24,5,83,12.38,16.98,15.629999999999999
C0000,2023-03-25,15.07,25.409375,58.95625,25.409375,Norte,2023,3,25,6,84,17.21,15.56,15.559999999999999
C0000,2023-03-26,16.39,25.665625,61.79375,25.665625,Norte,2023,3,26,0,85,15.07,14.53,15.825714285714287
C0000,2023-03-27,18.59,25.975,55.159375,25.975,Norte,2023,3,27,1,86,16.39,15.17,16.314285714285713
C0000,2023-03-28,13.44,24.728125,58.334375,24.728125,Norte,2023,3,28,2,87,18.59,17.25,15.77
C0000,2023-03-29,14.9,24.81875,61.96875,24.81875,Norte,2023,3,29,3,88,13.44,17.31,15.425714285714287
C0000,2023-03-30,16.05,26.0,62.48125,26.0,Norte,2023,3,30,4,89,14.9,12.38,15.950000000000001
C0000,2023-03-31,15.87,25.803125,60.265625,25.803125,Norte,2023,3,31,5,90,16.05,17.21,15.758571428571429
C0000,2023-04-01,17.78,23.796875,60.203125,23.796875,Norte,2023,4,1,6,91,15.87,15.07,16.145714285714288
C0000,2023-04-02,15.62,25.059375,61.584375,25.059375,Norte,2023,4,2,0,92,17.78,16.39,16.03571428571429
C0000,2023-04-03,20.88,25.31875,60.678125,25.31875,Norte,2023,4,3,1,93,15.62,18.59,16.36285714285714
C0000,2023-04-04,18.9,24.965625,61.525,24.965625,Norte,2023,4,4,2,94,20.88,13.44,17.142857142857142
C0000,2023-04-05,14.26,24.271875,61.6625,24.271875,Norte,2023,4,5,3,95,18.9,14.9,17.05142857142857
C0000,2023-04-06,16.51,25.55625,58.7875,25.55625,Norte,2023,4,6,4,96,14.26,16.05,17.117142857142856
C0000,2023-04-07,13.94,24.228125,60.978125,24.228125,Norte,2023,4,7,5,97,16.51,15.87,16.841428571428573
C0000,2023-04-08,14.13,26.2,59.153125,26.2,Norte,2023,4,8,6,98,13.94,17.78,16.32
C0000,2023-04-09,13.58,25.53125,61.440625,25.53125,Norte,2023,4,9,0,99,14.13,15.62,16.02857142857143
C0000,2023-04-10,17.31,24.971875,55.978125,24.971875,Norte,2023,4,10,1,100,13.58,20.88,15.518571428571429
C0000,2023-04-11,17.46,25.359375,57.365625,25.359375,Norte,2023,4,11,2,101,17.31,18.9,15.312857142857142
C0000,2023-04-12,18.67,25.103125,61.775,25.103125,Norte,2023,4,12,3,102,17.46,14.26,15.942857142857145
C0000,2023-04-13,17.37,25.921875,61.2125,25.921875,Norte,2023,4,13,4,103,18.67,16.51,16.065714285714286
C0000,2023-04-14,19.14,24.75,59.290625,24.75,Norte,2023,4,14,5,104,17.37,13.94,16.80857142857143
C0000,2023-04-15,13.74,24.30625,60.35,24.30625,Norte,2023,4,15,6,105,19.14,14.13,16.752857142857145
C0000,2023-04-16,15.64,24.909375,62.59375,24.909375,Norte,2023,4,16,0,106,13.74,13.58,17.047142857142855
C0000,2023-04-17,17.13,25.575,60.159375,25.575,Norte,2023,4,17,1,107,15.64,17.31,17.02142857142857
C0000,2023-04-18,16.29,24.2375,59.609375,24.2375,Norte,2023,4,18,2,108,17.13,17.46,16.854285714285712
C0000,2023-04-19,17.24,25.06875,59.66875,25.06875,Norte,2023,4,19,3,109,16.29,18.67,16.65
C0000,2023-04-20,18.07,24.896875,59.878125,24.896875,Norte,2023,4,20,4,110,17.24,17.37,16.75
C0000,2023-04-21,14.91,24.7625,59.21875,24.7625,Norte,2023,4,21,5,111,18.07,19.14,16.145714285714288
C0000,2023-04-22,14.87,24.815625,59.825,24.815625,Norte,2023,4,22,6,112,14.91,13.74,16.307142857142857
C0000,2023-04-23,16.42,26.215625,57.565625,26.215625,Norte,2023,4,23,0,113,14.87,15.64,16.41857142857143
C0000,2023-04-24,17.2,25.409375,61.865625,25.409375,Norte,2023,4,24,1,114,16.42,17.13,16.42857142857143
C0000,2023-04-25,16.56,25.221875,61.83125,25.221875,Norte,2023,4,25,2,115,17.2,16.29,16.467142857142857
C0000,2023-04-26,16.26,22.65,63.853125,22.65,Norte,2023,4,26,3,116,16.56,17.24,16.32714285714286
C0000,2023-04-27,14.12,25.3125,62.153125,25.3125,Norte,2023,4,27,4,117,16.26,18.07,15.762857142857145
C0000,2023-04-28,17.06,23.33125,57.875,23.33125,Norte,2023,4,28,5,118,14.12,14.91,16.07
C0000,2023-04-29,14.42,24.86875,59.0,24.86875,Norte,2023,4,29,6,119,17.06,14.87,16.005714285714287
C0000,2023-04-30,16.52,25.034375,60.3125,25.034375,Norte,2023,4,30,0,120,14.42,16.42,16.02
C0000,2023-05-01,15.23,24.578125,58.678125,24.578125,Norte,2023,5,1,1,121,16.52,17.2,15.73857142857143
C0000,2023-05-02,12.28,25.13125,60.18125,25.13125,Norte,2023,5,2,2,122,15.23,16.56,15.127142857142857
C0000,2023-05-03,20.59,25.40625,61.0,25.40625,Norte,2023,5,3,3,123,12.28,16.26,15.745714285714287
C0000,2023-05-04,18.61,23.84375,61.68125,23.84375,Norte,2023,5,4,4,124,20.59,14.12,16.38714285714286
C0000,2023-05-05,16.7,24.903125,58.625,24.903125,Norte,2023,5,5,5,125,18.61,17.06,16.335714285714285
C0000,2023-05-06,16.66,24.95580357142857,57.39375,24.95580357142857,Norte,2023,5,6,6,126,16.7,14.42,16.655714285714286
C0000,2023-05-07,18.32,26.784375,59.33125,27.77,Norte,2023,5,7,0,127,16.66,16.52,16.912857142857142
C0000,2023-05-08,15.96,24.565625,59.946875,24.565625,Norte,2023,5,8,1,128,18.32,15.23,17.017142857142858
C0000,2023-05-09,13.4,25.16875,62.403125,25.16875,Norte,2023,5,9,2,129,15.96,12.28,17.177142857142858
C0000,2023-05-10,13.8,24.73125,60.8875,24.73125,Norte,2023,5,10,3,130,13.4,20.59,16.20714285714286
C0000,2023-05-11,14.41,26.6,62.1625,26.6,Norte,2023,5,11,4,131,13.8,18.61,15.607142857142858
C0000,2023-05-12,17.86,23.2625,60.55,23.2625,Norte,2023,5,12,5,132,14.41,16.7,15.772857142857143
C0000,2023-05-13,17.69,24.503125,59.88125,24.503125,Norte,2023,5,13,6,133,17.86,16.66,15.92
C0000,2023-05-14,13.49,24.86897321428572,61.1,24.86897321428572,Norte,2023,5,14,0,134,17.69,18.32,15.229999999999999
C0000,2023-05-15,15.3,23.09375,61.7625,23.09375,Norte,2023,5,15,1,135,13.49,15.96,15.135714285714284
C0000,2023-05-16,12.75,25.640625,60.9125,25.640625,Norte,2023,5,16,2,136,15.3,13.4,15.042857142857143
C0000,2023-05-17,13.86,24.971875,60.640625,24.971875,Norte,2023,5,17,3,137,12.75,13.8,15.051428571428572
C0000,2023-05-18,20.48,24.478125,60.3625,24.478125,Norte,2023,5,18,4,138,13.86,14.41,15.918571428571429
C0000,2023-05-19,14.61,23.703125,59.30625,23.703125,Norte,2023,5,19,5,139,20.48,17.86,15.454285714285716
C0000,2023-05-20,14.65,25.5625,57.1,25.5625,Norte,2023,5,20,6,140,14.61,17.69,15.02
C0000,2023-05-21,15.95,25.1,56.7,25.1,Norte,2023,5,21,0,141,14.65,13.49,15.371428571428572
C0000,2023-05-22,16.35,23.6375,61.94375,23.6375,Norte,2023,5,22,1,142,15.95,15.3,15.521428571428572
C0000,2023-05-23,13.2,25.690625,60.415625,25.690625,Norte,2023,5,23,2,143,16.35,12.75,15.585714285714287
C0000,2023-05-24,17.84,25.659375,59.990625,25.659375,Norte,2023,5,24,3,144,13.2,13.86,16.154285714285713
C0000,2023-05-25,15.62,24.328125,61.371875,24.328125,Norte,2023,5,25,4,145,17.84,20.48,15.459999999999999
C0000,2023-05-26,14.17,24.40625,60.209375,24.40625,Norte,2023,5,26,5,146,15.62,14.61,15.397142857142859
C0000,2023-05-27,12.85,24.415625,58.9,24.415625,Norte,2023,5,27,6,147,14.17,14.65,15.14
C0000,2023-05-28,12.81,24.459375,62.9,24.459375,Norte,2023,5,28,0,148,12.85,15.95,14.69142857142857
C0000,2023-05-29,18.37,24.827884615384612,63.2,24.827884615384612,Norte,2023,5,29,1,149,12.81,16.35,14.98
C0000,2023-05-30,17.99,24.46875,60.990625,24.46875,Norte,2023,5,30,2,150,18.37,13.2,15.664285714285715
C0000,2023-05-31,8.96,24.73125,59.59375,24.73125,Norte,2023,5,31,3,151,17.99,17.84,14.395714285714288
C0000,2023-06-01,13.89,24.7385989010989,59.446875,24.7385989010989,Norte,2023,6,1,4,152,8.96,15.62,14.14857142857143
C0000,2023-06-02,14.14,25.94375,58.56875,25.94375,Norte,2023,6,2,5,153,13.89,14.17,14.144285714285713
C0000,2023-06-03,18.74,25.059375,59.925,25.059375,Norte,2023,6,3,6,154,14.14,12.85,14.985714285714286
C0000,2023-06-04,14.56,25.415625,59.190625,25.415625,Norte,2023,6,4,0,155,18.74,12.81,15.235714285714284
C0000,2023-06-05,15.84,24.546875,57.71875,24.546875,Norte,2023,6,5,1,156,14.56,18.37,14.874285714285715
C0000,2023-06-06,17.85,24.465625,59.228125,24.465625,Norte,2023,6,6,2,157,15.84,17.99,14.854285714285718
C0000,2023-06-07,16.88,24.834375,59.975,24.834375,Norte,2023,6,7,3,158,17.85,8.96,15.985714285714286
C0000,2023-06-08,16.69,24.4375,58.915625,24.4375,Norte,2023,6,8,4,159,16.88,13.89,16.385714285714283
C0000,2023-06-09,13.07,25.8125,59.2875,25.8125,Norte,2023,6,9,5,160,16.69,14.14,16.232857142857142
C0000,2023-06-10,15.2,25.0375,63.99375,25.0375,Norte,2023,6,10,6,161,13.07,18.74,15.727142857142855
C0000,2023-06-11,16.53,25.040625,62.728125,25.040625,Norte,2023,6,11,0,162,15.2,14.56,16.008571428571425
C0000,2023-06-12,14.22,25.75625,60.915625,25.75625,Norte,2023,6,12,1,163,16.53,15.84,15.77714285714286
C0000,2023-06-13,15.31,23.571875,59.446875,23.571875,Norte,2023,6,13,2,164,14.22,17.85,15.414285714285715
C0000,2023-06-14,17.12,25.01294642857143,60.496875,25.01294642857143,Norte,2023,6,14,3,165,15.31,16.88,15.44857142857143
C0000,2023-06-15,16.97,24.440625,61.540625,24.440625,Norte,2023,6,15,4,166,17.12,16.69,15.48857142857143
C0000,2023-06-16,17.4,25.89375,60.53125,25.89375,Norte,2023,6,16,5,167,16.97,13.07,16.107142857142858
C0000,2023-06-17,19.32,23.809375,60.925,23.809375,Norte,2023,6,17,6,168,17.4,15.2,16.695714285714285
C0000,2023-06-18,17.23,27.034375,61.675,28.25,Norte,2023,6,18,0,169,19.32,16.53,16.795714285714286
C0000,2023-06-19,17.72,24.35625,58.734375,24.35625,Norte,2023,6,19,1,170,17.23,14.22,17.295714285714286
C0000,2023-06-20,16.2,25.521875,61.603125,25.521875,Norte,2023,6,20,2,171,17.72,15.31,17.422857142857143
C0000,2023-06-21,14.54,24.634375,57.19375,24.634375,Norte,2023,6,21,3,172,16.2,17.12,17.054285714285715
C0000,2023-06-22,17.16,24.2,59.121875,24.2,Norte,2023,6,22,4,173,14.54,16.97,17.08142857142857
C0000,2023-06-23,15.17,24.1625,61.16875,24.1625,Norte,2023,6,23,5,174,17.16,17.4,16.76285714285714
C0000,2023-06-24,16.74,24.92291666666667,61.48125,24.92291666666667,Norte,2023,6,24,6,175,15.17,19.32,16.39428571428571
C0000,2023-06-25,17.09,26.65625,60.8875,26.65625,Norte,2023,6,25,0,176,16.74,17.23,16.374285714285715
C0000,2023-06-26,15.43,25.128125,60.096875,25.128125,Norte,2023,6,26,1,177,17.09,17.72,16.04714285714286
C0000,2023-06-27,21.07,25.515625,63.5375,25.515625,Norte,2023,6,27,2,178,15.43,16.2,16.74285714285714
C0000,2023-06-28,9.76,24.115625,61.278125,24.115625,Norte,2023,6,28,3,179,21.07,14.54,16.06
C0000,2023-06-29,18.01,23.940625,61.325,23.940625,Norte,2023,6,29,4,180,9.76,17.16,16.181428571428572
C0001,2023-01-02,14.8,27.090625,59.20625,28.14,Norte,2023,1,2,1,2,23.44,,19.12
C0001,2023-01-03,17.43,24.325,59.365625,24.325,Norte,2023,1,3,2,3,14.8,,18.55666666666667
C0001,2023-01-04,23.11,23.9875,57.340625,23.9875,Norte,2023,1,4,3,4,17.43,,19.695
C0001,2023-01-05,18.29,25.2,59.921875,25.2,Norte,2023,1,5,4,5,23.11,,19.413999999999998
C0001,2023-01-06,18.99,24.896875,60.596875,24.896875,Norte,2023,1,6,5,6,18.29,,19.34333333333333
C0001,2023-01-07,20.1,22.60625,57.28125,22.60625,Norte,2023,1,7,6,7,18.99,,19.451428571428572
C0001,2023-01-08,15.16,24.936830357142856,60.884375,24.936830357142856,Norte,2023,1,8,0,8,20.1,23.44,18.268571428571427
C0001,2023-01-09,16.65,26.871875,61.2,28.0,Norte,2023,1,9,1,9,15.16,14.8,18.532857142857143
C0001,2023-01-10,19.89,24.846875,61.028125,24.846875,Norte,2023,1,10,2,10,16.65,17.43,18.884285714285713
C0001,2023-01-11,18.36,25.696875,60.621875,25.696875,Norte,2023,1,11,3,11,19.89,23.11,18.205714285714286
C0001,2023-01-12,19.08,24.98125,62.29375,24.98125,Norte,2023,1,12,4,12,18.36,18.29,18.31857142857143
C0001,2023-01-13,20.13,25.11875,59.765625,25.11875,Norte,2023,1,13,5,13,19.08,18.99,18.481428571428573
C0001,2023-01-14,16.8,23.496875,59.4,23.496875,Norte,2023,1,14,6,14,20.13,20.1,18.009999999999998
C0001,2023-01-15,15.79,25.3125,57.4,25.3125,Norte,2023,1,15,0,15,16.8,15.16,18.099999999999998
C0001,2023-01-16,20.11,25.946875,58.7,25.946875,Norte,2023,1,16,1,16,15.79,16.65,18.59428571428571
C0001,2023-01-17,19.68,27.971875,61.4125,29.57,Norte,2023,1,17,2,17,20.11,19.89,18.564285714285713
C0001,2023-01-18,21.37,26.365625,62.35,26.365625,Norte,2023,1,18,3,18,19.68,18.36,18.994285714285713
C0001,2023-01-19,18.06,25.89375,60.99375,25.89375,Norte,2023,1,19,4,19,21.37,19.08,18.84857142857143
C0001,2023-01-20,13.04,24.934375,60.775,24.934375,Norte,2023,1,20,5,20,18.06,20.13,17.835714285714285
C0001,2023-01-21,17.31,25.38125,56.759375,25.38125,Norte,2023,1,21,6,21,13.04,16.8,17.90857142857143
C0001,2023-01-22,14.94,25.328125,58.35,25.328125,Norte,2023,1,22,0,22,17.31,15.79,17.787142857142857
C0001,2023-01-23,19.13,24.6375,60.0375,24.6375,Norte,2023,1,23,1,23,14.94,20.11,17.647142857142857
C0001,2023-01-24,16.84,24.15625,61.453125,24.15625,Norte,2023,1,24,2,24,19.13,19.68,17.24142857142857
C0001,2023-01-25,21.9,22.74375,57.58125,22.74375,Norte,2023,1,25,3,25,16.84,21.37,17.31714285714286
C0001,2023-01-26,16.67,25.90625,59.703125,25.90625,Norte,2023,1,26,4,26,21.9,18.06,17.11857142857143
C0001,2023-01-27,21.9,26.50625,61.040625,26.50625,Norte,2023,1,27,5,27,16.67,13.04,18.384285714285713
C0001,2023-01-28,16.96,24.840625,58.86875,24.840625,Norte,2023,1,28,6,28,21.9,17.31,18.334285714285716
C0001,2023-01-29,23.9,26.425,62.415625,26.425,Norte,2023,1,29,0,29,16.96,14.94,19.614285714285717
C0001,2023-01-30,18.96,25.528125,58.221875,25.528125,Norte,2023,1,30,1,30,23.9,19.13,19.590000000000003
C0001,2023-01-31,16.24,24.846875,62.259375,24.846875,Norte,2023,1,31,2,31,18.96,16.84,19.504285714285718
C0001,2023-02-01,20.24,26.0125,62.30625,26.0125,Norte,2023,2,1,3,32,16.24,21.9,19.267142857142858
C0001,2023-02-02,17.29,26.715625,60.834375,27.78,Norte,2023,2,2,4,33,20.24,16.67,19.35571428571428
C0001,2023-02-03,18.93,25.884375,59.4125,25.884375,Norte,2023,2,3,5,34,17.29,21.9,18.931428571428572
C0001,2023-02-04,18.96,24.734375,59.25625,24.734375,Norte,2023,2,4,6,35,18.93,16.96,19.217142857142857
C0001,2023-02-05,25.32,24.275,60.053125,24.275,Norte,2023,2,5,0,36,18.96,23.9,19.419999999999998
C0001,2023-02-06,23.04,25.071875,61.040625,25.071875,Norte,2023,2,6,1,37,25.32,18.96,20.002857142857142
C0001,2023-02-07,20.91,24.85625,60.921875,24.85625,Norte,2023,2,7,2,38,23.04,16.24,20.669999999999998
C0001,2023-02-08,19.36,27.040625,61.56875,28.25,Norte,2023,2,8,3,39,20.91,20.24,20.544285714285714
C0001,2023-02-09,13.33,24.79375,57.078125,24.79375,Norte,2023,2,9,4,40,19.36,17.29,19.978571428571428
C0001,2023-02-10,15.92,24.415625,61.2625,24.415625,Norte,2023,2,10,5,41,13.33,18.93,19.548571428571424
C0001,2023-02-11,17.19,26.83125,62.25,28.02,Norte,2023,2,11,6,42,15.92,18.96,19.295714285714286
C0001,2023-02-12,17.51,23.809375,58.946875,23.809375,Norte,2023,2,12,0,43,17.19,25.32,18.18
C0001,2023-02-13,16.99,23.275,59.978125,23.275,Norte,2023,2,13,1,44,17.51,23.04,17.315714285714286
C0001,2023-02-14,21.64,24.584375,59.571875,24.584375,Norte,2023,2,14,2,45,16.99,20.91,17.419999999999998
C0001,2023-02-15,20.8,24.140625,60.615625,24.140625,Norte,2023,2,15,3,46,21.64,19.36,17.625714285714285
C0001,2023-02-16,24.21,24.55625,57.41875,24.55625,Norte,2023,2,16,4,47,20.8,13.33,19.18
C0001,2023-02-17,18.32,23.996875,59.6625,23.996875,Norte,2023,2,17,5,48,24.21,15.92,19.52285714285714
C0001,2023-02-18,18.28,24.553125,62.68125,24.553125,Norte,2023,2,18,6,49,18.32,17.19,19.678571428571427
C0001,2023-02-19,22.53,24.302232142857143,63.78125,24.302232142857143,Norte,2023,2,19,0,50,18.28,17.51,20.395714285714284
C0001,2023-02-20,20.66,24.678125,58.678125,24.678125,Norte,2023,2,20,1,51,22.53,16.99,20.919999999999998
